16,20.0289
16,20.1922
16,19.9168
17,20.491
17,20.3108
17,20.6398
17,20.8021
17,20.4274
17,20.6574
17,20.371
18,20.3114
18,21.5594
18,20.1754
18,20.4165
18,20.8094
19,20.221
19,20.3991
19,20.4
19,20.3563
19,19.3472
19,19.5365
19,19.3535
19,19.2572
19,19.8078
19,19.6207
19,19.8959
19,19.8735
19,20.0122
19,19.5319
19,19.6171
19,20.1032
18,19.4938
18,20.1733
18,20.2209
18,19.5778
19,20.1729
18,20.2641
18,20.2833
18,20.2821
18,20.5641
18,20.4692
18,20.5322
18,21.0539
18,20.851
18,20.3077
18,20.716
18,20.636
18,20.224
18,20.7206
18,21.0992
18,20.8096
18,21.0409
18,20.4394
18,21.2657
18,20.6968
18,20.5481
18,20.6313
18,20.0379
18,21.1066
18,21.3486
19,20.5563
19,21.1359
19,20.2922
19,20.5846
18,20.9557
18,20.4982
18,21.0519
18,21.8205
18,22.0564
18,22.1052
18,22.203
17,21.6341
17,21.4087
17,21.1965
17,21.8324
17,21.1065
17,21.1968
17,21.9718
17,21.511
17,21.0811
17,21.196
16,21.26
16,21.3896
16,20.5783
16,20.5191
16,21.1878
16,20.5349
16,20.497
16,21.2698
16,20.7255
16,21.652
16,21.27
16,21.4387
16,21.5163
16,21.4745
16,21.4338
15,21.7896
15,21.5324
15,21.3842
15,21.5531
15,21.4525
14,22.7225
14,22.3381
14,22.1887
14,23.0654
14,22.6823
14,21.9799
14,21.829
14,21.6115
14,20.9881
16,21.6375
16,21.5066
16,21.7786
15,21.7169
15,21.0973
16,22.1336
16,21.3597
16,20.9254
16,21.5979
16,22.5604
17,21.6093
17,22.6874
17,22.7389
17,23.7221
17,23.4214
18,24.1169
18,24.412
18,24.2369
18,24.267
18,23.3425
18,24.1201
18,23.7985
18,22.965
18,23.1569
18,23.4031
19,23.9446
19,23.6075
19,23.7892
19,23.9113
19,24.1778
20,22.9629
20,23.4471
20,23.6668
20,24.2377
20,24.7681
21,25.1196
21,24.2575
21,24.8075
21,25.3064
21,24.8208
21,25.1737
21,24.3881
21,24.7773
21,24.8852
21,24.608
21,25.0819
21,26.0805
21,25.6832
21,25.0942
21,26.148
21,26.1631
21,25.3917
21,25.8855
21,25.5469
21,25.9773
21,25.5887
21,25.2485
21,25.9739
21,25.4422
21,25.9421
22,26.0096
22,25.4572
22,25.4225
22,25.3038
22,25.7659
22,25.8197
22,26.8721
22,27.6245
22,26.9108
22,26.5672
22,26.5963
22,27.024
22,26.8493
22,26.6247
22,26.7194
22,26.329
22,26.3718
22,26.7825
22,27.2463
22,26.9989
22,26.9906
22,26.8726
22,26.3268
22,27.1754
22,27.2439
22,26.7924
22,27.0821
22,27.0185
22,26.8757
22,27.6344
22,27.9491
22,28.3913
22,28.3098
22,28.4564
22,28.4765
22,28.8981
22,28.3561
23,28.3991
23,27.8721
23,28.5987
23,28.3569
23,28.715
23,28.4527
23,28.6562
23,28.2973
24,28.9722
23,29.0639
23,28.3173
23,29.074
23,29.862
24,30.3979
24,30.4535
24,30.6555
24,30.5039
24,30.5452
25,30.2005
25,30.914
25,30.8989
25,30.7087
25,30.5244
26,31.575
26,31.4277
26,30.6742
26,30.6127
26,31.1059
27,30.8283
27,30.5805
27,30.9432
27,30.8257
27,31.3836
27,31.3623
27,32.2019
27,32.0363
27,31.5889
27,31.4609
28,31.5874
28,31.1692
28,30.0222
28,30.4695
28,30.8233
28,30.8641
27,30.6298
27,31.6643
27,31.5491
27,31.6634
27,31.3344
27,31.0045
27,30.7909
27,31.4349
27,31.216
27,31.0654
27,31.3145
27,31.1909
27,31.6228
27,31.8985
27,31.6717
27,31.469
27,30.7597
27,30.193
27,30.8194
28,31.4169
28,31.7639
28,31.0884
28,32.1258
28,33.3971
28,33.4585
28,33.3833
28,33.1372
28,32.84
28,33.3083
29,32.3447
29,32.9254
29,32.8271
29,32.2284
29,31.9893
29,32.3139
29,32.3074
29,32.8079
29,32.4851
29,31.6272
29,32.4473
29,32.7808
29,32.1129
29,32.1749
29,31.7061
29,31.884
29,32.622
29,33.3159
29,32.8221
29,33.868
29,32.8586
28,33.3457
28,33.2083
28,33.084
28,32.1697
28,31.7329
28,31.3067
28,31.9764
28,32.6575
28,32.2243
28,32.4103
28,31.8406
28,31.6982
28,31.4044
28,31.4187
28,31.851
27,32.0788
27,31.7528
27,31.9921
27,32.184
28,32.0253
28,31.2958
28,30.8439
28,30.6636
28,30.6708
28,30.3592
28,30.468
28,30.8173
28,30.7576
28,30.7973
28,32.0192
28,31.4389
28,30.7599
28,30.4611
28,30.139
28,30.0814
27,30.8522
27,29.7239
26,29.8906
26,29.9341
26,29.9592
26,30.6252
26,30.1606
26,29.1773
26,29.2967
27,28.8451
27,29.1151
27,28.2452
27,28.0406
27,27.8357
27,27.8253
27,27.8632
27,27.8245
27,27.8465
27,27.8909
27,27.7923
27,27.5591
27,27.6343
26,28.3696
26,27.8209
26,27.8106
26,27.6421
26,28.1786
26,27.6493
26,26.6893
26,27.5877
26,27.6277
26,27.5464
26,28.1535
26,28.2156
26,27.9306
26,27.7002
26,27.6234
26,28.4975
26,28.5937
28,27.3521
